,Source,Source type,Term (months),Interest Rate,Amount of Funds,PDF_Filename,Financing Type,Residual Receipts/Deferred Pymt.,Annual Debt Service,Sourcing Type,Application Number,Unnamed: 1,Type of tax credit funding_x,Project Name_x,Project Address,Project City_x,Project Zip Code_x,Project Phone Number,Project County_x,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type_x,Housing Type_x,Total Units_x,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award_x,Total State Award_x,Housing Type_y,Total Units_y,Type of tax credit funding_y,Project Name_y,Project City_y,Project Zip Code_y,Project County_y,Collapsed Construction Type,Construction Type_y,Annual Federal Award_y,Total State Award_y,Total Costs,Land and Acquisition,Construction Costs,Rehabilitation Costs,Construction Contigency,Hard Cost Contingency ,Soft Cost Contingency ,Relocation,Arch/Engineering,CIPF,Legal Fees,Reserves,Other Costs,Developer Fee,Commercial Costs,Construction Cost per Square Foot,Per Unit Cost,True Cash per Unit Cost,#ofPermFinancing Sources,Federal Tax Credit Factor
144,TRIHA Sponsor Loan (Acquisition),,660,3.000%,"$300,000",19-038,Permanent Financing,Residual,,Local Grant,CA-2019-038,,0.09,Nupchi Xo'oy (Mulberry Project),"W Mulberry Ave & N. Shadowood Street, Porterville, CA 93257",Porterville,93257,,Tulare,26.0,14.0,23.0,37.0,"APN 247-210-044, 247-250-072, 247-250-073",Preliminary Reservation,,,New Construction,Large Family,40.0,39.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,16.0,0.0,10.0,0.0,0.0,Tule River Indian Housing Authority,Thomas Collishaw,342 Indian Reservation Dr.,Porterville,CA,93257.0,5597843155,,Self-Help Enteprises,Tule River Indian Housing Authority,,,,A.W.I Management Company,Linda Frazier,120 Center Street/P.O. Box 550,Auburn,CA,95604,5307456255,,Self-Help Enterprises,1100954.0,,Large Family,40,0.09,Nupchi Xo'oy (Mulberry Project),Porterville,93257,Tulare,New Construction,New Construction,1100954.0,,15373111,1055000.0,8506117.0,0.0,558917.0,,,0.0,450000,1358673,0.0,80140,1106288,2257975,0.0,131,384328,373887.0,7,0.9174
145,NeighborWorks (Sponsor Loan),,660,3.000%,"$600,000",19-038,Permanent Financing,Residual,,Local Grant,CA-2019-038,,0.09,Nupchi Xo'oy (Mulberry Project),"W Mulberry Ave & N. Shadowood Street, Porterville, CA 93257",Porterville,93257,,Tulare,26.0,14.0,23.0,37.0,"APN 247-210-044, 247-250-072, 247-250-073",Preliminary Reservation,,,New Construction,Large Family,40.0,39.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,16.0,0.0,10.0,0.0,0.0,Tule River Indian Housing Authority,Thomas Collishaw,342 Indian Reservation Dr.,Porterville,CA,93257.0,5597843155,,Self-Help Enteprises,Tule River Indian Housing Authority,,,,A.W.I Management Company,Linda Frazier,120 Center Street/P.O. Box 550,Auburn,CA,95604,5307456255,,Self-Help Enterprises,1100954.0,,Large Family,40,0.09,Nupchi Xo'oy (Mulberry Project),Porterville,93257,Tulare,New Construction,New Construction,1100954.0,,15373111,1055000.0,8506117.0,0.0,558917.0,,,0.0,450000,1358673,0.0,80140,1106288,2257975,0.0,131,384328,373887.0,7,0.9174
146,Deferred Developer Fee,,,,"$117,624",19-038,Permanent Financing,,,Deferred Developer Fee,CA-2019-038,,0.09,Nupchi Xo'oy (Mulberry Project),"W Mulberry Ave & N. Shadowood Street, Porterville, CA 93257",Porterville,93257,,Tulare,26.0,14.0,23.0,37.0,"APN 247-210-044, 247-250-072, 247-250-073",Preliminary Reservation,,,New Construction,Large Family,40.0,39.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,16.0,0.0,10.0,0.0,0.0,Tule River Indian Housing Authority,Thomas Collishaw,342 Indian Reservation Dr.,Porterville,CA,93257.0,5597843155,,Self-Help Enteprises,Tule River Indian Housing Authority,,,,A.W.I Management Company,Linda Frazier,120 Center Street/P.O. Box 550,Auburn,CA,95604,5307456255,,Self-Help Enterprises,1100954.0,,Large Family,40,0.09,Nupchi Xo'oy (Mulberry Project),Porterville,93257,Tulare,New Construction,New Construction,1100954.0,,15373111,1055000.0,8506117.0,0.0,558917.0,,,0.0,450000,1358673,0.0,80140,1106288,2257975,0.0,131,384328,373887.0,7,0.9174
147,JP Morgan Chase Bank Construction Loa,,n 24,4.90%,"$26,500,000 ",19-039,Construction Financing,,,Bank Loan,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
148,Westminster Housing Authority,,24,3.00%,"$5,500,000 ",19-039,Construction Financing,,,Local Grant,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
149,CalHFA - OC - SNHP,,24,3.00%,"$2,184,000 ",19-039,Construction Financing,,,State Grant,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
150,Red Stone Equity: Federal Tax Credit Equ,,ity N/A,,"$3,395,025 ",19-039,Construction Financing,,,Tax Credit Equity,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
151,Deferred Reserves,,,,"$242,248 ",19-039,Construction Financing,,,Deferred Developer Fee,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
152,Deferred Developer Fee and Costs,,,,"$1,047,388 ",19-039,Construction Financing,,,Deferred Developer Fee,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
153,CCRC Permanent Loan Tranche A,,420,5.750%,"$5,269,940",19-039,Permanent Financing,,"$350,030",Local Grant,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
154,CCRC Permanent Loan Tranche B,,360,5.750%,"$2,322,946",19-039,Permanent Financing,,"$162,673",Local Grant,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
155,Westminster Housing Authority,,660,3.000%,"$5,500,000",19-039,Permanent Financing,Residual,,Local Grant,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
156,CalHFA - OC - SNHP,,660,3.000%,"$2,184,000",19-039,Permanent Financing,Residual,,State Grant,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
157,Orange County,,660,3.000%,"$850,500",19-039,Permanent Financing,Residual,,Local Grant,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
158,Deferred Developer Fee,,,,"$107,775",19-039,Permanent Financing,,,Deferred Developer Fee,CA-2019-039,,0.09,Westminster Crossing,"7122 Westminster Boulevard, Westminster, CA 92683",Westminster,92683,,Orange,72.0,34.0,47.0,996.01,096-111-41,Preliminary Reservation,,,New Construction,Large Family,65.0,64.0,0.0,31.0,17.0,17.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,"Westminster Crossing, LP",Graham Espley-Jones,"11150 West Olympic Blvd., Ste 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVII, LLC","Westminser Crossing, LLC",,,,The John Stewart Company,Lori Horn,"888 S. Figueroa St., Ste 700",Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,2370000.0,,Large Family,65,0.09,Westminster Crossing,Westminster,92683,Orange,New Construction,New Construction,2370000.0,,38868662,7893379.0,19567075.0,0.0,1378850.0,,,0.0,1550030,2337237,183000.0,242248,3729015,1987827,0.0,277,597979,596321.0,7,0.955
159,Construction Loan: Citi,,25,5.25%,"$14,500,000 ",19-040,Construction Financing,,,Bank Loan,CA-2019-040,,0.09,Arboleda Apartments,"1040 N Unruh Avenue, La Puente, CA 91744",La Puente,91744,,Los Angeles,57.0,22.0,32.0,4076.01,8472-037-009 / 8472-037-010 / 8472-037-012 / 8472-,Preliminary Reservation,,,New Construction,Seniors,74.0,73.0,0.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,39.0,0.0,0.0,"Unruh 1040, L.P.",Graham Espley-Jones,"11150 W. Olympic Boulevard, Suite 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVIII, LLC","Unruh 1040, LLC",,,,WSH Management,Kim Pollack,"18881 Von Karman Ave, Ste 720",Irvine,CA,92612,9497488200,,Meta Housing Corporation,2080552.0,6935172.0,Seniors,74,0.09,Arboleda Apartments,La Puente,91744,Los Angeles,New Construction,New Construction,2080552.0,6935172.0,28670593,3645250.0,16231926.0,0.0,1109336.0,,,0.0,1718000,1635950,215000.0,185847,1749284,2180000,0.0,247,387440,384849.0,3,0.95
160,Boston Financial: Tax Credit Equity - Fede,,ral 25,,"$9,882,622 ",19-040,Construction Financing,,,Bank Loan,CA-2019-040,,0.09,Arboleda Apartments,"1040 N Unruh Avenue, La Puente, CA 91744",La Puente,91744,,Los Angeles,57.0,22.0,32.0,4076.01,8472-037-009 / 8472-037-010 / 8472-037-012 / 8472-,Preliminary Reservation,,,New Construction,Seniors,74.0,73.0,0.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,39.0,0.0,0.0,"Unruh 1040, L.P.",Graham Espley-Jones,"11150 W. Olympic Boulevard, Suite 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVIII, LLC","Unruh 1040, LLC",,,,WSH Management,Kim Pollack,"18881 Von Karman Ave, Ste 720",Irvine,CA,92612,9497488200,,Meta Housing Corporation,2080552.0,6935172.0,Seniors,74,0.09,Arboleda Apartments,La Puente,91744,Los Angeles,New Construction,New Construction,2080552.0,6935172.0,28670593,3645250.0,16231926.0,0.0,1109336.0,,,0.0,1718000,1635950,215000.0,185847,1749284,2180000,0.0,247,387440,384849.0,3,0.95
161,Boston Financial: Tax Credit Equity - State,,25,,"$2,774,069 ",19-040,Construction Financing,,,Bank Loan,CA-2019-040,,0.09,Arboleda Apartments,"1040 N Unruh Avenue, La Puente, CA 91744",La Puente,91744,,Los Angeles,57.0,22.0,32.0,4076.01,8472-037-009 / 8472-037-010 / 8472-037-012 / 8472-,Preliminary Reservation,,,New Construction,Seniors,74.0,73.0,0.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,39.0,0.0,0.0,"Unruh 1040, L.P.",Graham Espley-Jones,"11150 W. Olympic Boulevard, Suite 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVIII, LLC","Unruh 1040, LLC",,,,WSH Management,Kim Pollack,"18881 Von Karman Ave, Ste 720",Irvine,CA,92612,9497488200,,Meta Housing Corporation,2080552.0,6935172.0,Seniors,74,0.09,Arboleda Apartments,La Puente,91744,Los Angeles,New Construction,New Construction,2080552.0,6935172.0,28670593,3645250.0,16231926.0,0.0,1109336.0,,,0.0,1718000,1635950,215000.0,185847,1749284,2180000,0.0,247,387440,384849.0,3,0.95
162,Deferred Developer Fee/Costs,,,,"$1,513,902 ",19-040,Construction Financing,,,Deferred Developer Fee,CA-2019-040,,0.09,Arboleda Apartments,"1040 N Unruh Avenue, La Puente, CA 91744",La Puente,91744,,Los Angeles,57.0,22.0,32.0,4076.01,8472-037-009 / 8472-037-010 / 8472-037-012 / 8472-,Preliminary Reservation,,,New Construction,Seniors,74.0,73.0,0.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,39.0,0.0,0.0,"Unruh 1040, L.P.",Graham Espley-Jones,"11150 W. Olympic Boulevard, Suite 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVIII, LLC","Unruh 1040, LLC",,,,WSH Management,Kim Pollack,"18881 Von Karman Ave, Ste 720",Irvine,CA,92612,9497488200,,Meta Housing Corporation,2080552.0,6935172.0,Seniors,74,0.09,Arboleda Apartments,La Puente,91744,Los Angeles,New Construction,New Construction,2080552.0,6935172.0,28670593,3645250.0,16231926.0,0.0,1109336.0,,,0.0,1718000,1635950,215000.0,185847,1749284,2180000,0.0,247,387440,384849.0,3,0.95
163,Permanent Loan: Citi,,360,5.800%,"$3,165,470",19-040,Permanent Financing,,"$222,882",Bank Loan,CA-2019-040,,0.09,Arboleda Apartments,"1040 N Unruh Avenue, La Puente, CA 91744",La Puente,91744,,Los Angeles,57.0,22.0,32.0,4076.01,8472-037-009 / 8472-037-010 / 8472-037-012 / 8472-,Preliminary Reservation,,,New Construction,Seniors,74.0,73.0,0.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,39.0,0.0,0.0,"Unruh 1040, L.P.",Graham Espley-Jones,"11150 W. Olympic Boulevard, Suite 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVIII, LLC","Unruh 1040, LLC",,,,WSH Management,Kim Pollack,"18881 Von Karman Ave, Ste 720",Irvine,CA,92612,9497488200,,Meta Housing Corporation,2080552.0,6935172.0,Seniors,74,0.09,Arboleda Apartments,La Puente,91744,Los Angeles,New Construction,New Construction,2080552.0,6935172.0,28670593,3645250.0,16231926.0,0.0,1109336.0,,,0.0,1718000,1635950,215000.0,185847,1749284,2180000,0.0,247,387440,384849.0,3,0.95
164,Deferred Developer Fee,,,,"$191,741",19-040,Permanent Financing,Deferred,,Deferred Developer Fee,CA-2019-040,,0.09,Arboleda Apartments,"1040 N Unruh Avenue, La Puente, CA 91744",La Puente,91744,,Los Angeles,57.0,22.0,32.0,4076.01,8472-037-009 / 8472-037-010 / 8472-037-012 / 8472-,Preliminary Reservation,,,New Construction,Seniors,74.0,73.0,0.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,39.0,0.0,0.0,"Unruh 1040, L.P.",Graham Espley-Jones,"11150 W. Olympic Boulevard, Suite 620",Los Angeles,CA,90064.0,3105753543,,"WCH Affordable XLVIII, LLC","Unruh 1040, LLC",,,,WSH Management,Kim Pollack,"18881 Von Karman Ave, Ste 720",Irvine,CA,92612,9497488200,,Meta Housing Corporation,2080552.0,6935172.0,Seniors,74,0.09,Arboleda Apartments,La Puente,91744,Los Angeles,New Construction,New Construction,2080552.0,6935172.0,28670593,3645250.0,16231926.0,0.0,1109336.0,,,0.0,1718000,1635950,215000.0,185847,1749284,2180000,0.0,247,387440,384849.0,3,0.95
165,Construction Loan 1st Trust Deed - Chase,,Bank 30,6.00%,"$7,000,000 ",19-041,Construction Financing,,,Bank Loan,CA-2019-041,,0.09,LAMP Lodge,"656 Stanford Avenue, Los Angeles, CA 90021",Los Angeles,90021,,Los Angeles,53.0,30.0,34.0,2063.0,5147029049; 5147029048,Preliminary Reservation,,,New Construction,Special Needs,82.0,81.0,74.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAMP Lodge LP,John Maceri,"11150 W Olympic Blvd, Suite 620",Los Angeles,CA,90064.0,3105753543,,"LAMP, Inc.","LAMP Lodge, LLC",,,,The John Stewart Company,Lori Horn,888 S. Figuroa Street Ste 700,Los Angeles,CA,90017,2137872700,,Meta Housing Corporation,2500000.0,2767227.0,Special Needs,82,0.09,LAMP Lodge,Los Angeles,90021,Los Angeles,New Construction,New Construction,2500000.0,2767227.0,41485404,4275676.0,24559821.0,0.0,1442056.0,,,2740000.0,1554349,1174109,205000.0,1560009,2225751,1748632,0.0,652,505920,482889.0,10,0.9
166,City of Los Angeles- Donated Land (Groun,,d Lease) 30,,"$1,825,379 ",19-041,Construction Financing,,,Local Grant,CA-2019-041,,0.09,LAMP Lodge,"656 Stanford Avenue, Los Angeles, CA 90021",Los Angeles,90021,,Los Angeles,53.0,30.0,34.0,2063.0,5147029049; 5147029048,Preliminary Reservation,,,New Construction,Special Needs,82.0,81.0,74.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAMP Lodge LP,John Maceri,"11150 W Olympic Blvd, Suite 620",Los Angeles,CA,90064.0,3105753543,,"LAMP, Inc.","LAMP Lodge, LLC",,,,The John Stewart Company,Lori Horn,888 S. Figuroa Street Ste 700,Los Angeles,CA,90017,2137872700,,Meta Housing Corporation,2500000.0,2767227.0,Special Needs,82,0.09,LAMP Lodge,Los Angeles,90021,Los Angeles,New Construction,New Construction,2500000.0,2767227.0,41485404,4275676.0,24559821.0,0.0,1442056.0,,,2740000.0,1554349,1174109,205000.0,1560009,2225751,1748632,0.0,652,505920,482889.0,10,0.9
